country,industry,ai_tool,adoption_rate,daily_active_users,year,user_feedback,age_group,company_size
China,Manufacturing,Stable Diffusion,49.26,9290,2024,rGowlS nbqUVvqcRhaFPZjeizbBjDzCudUFPHDJqwjespgPThyqbhBINrwWqshAdbcjTcPVTuBSForRa AtUXELQsCcmSsExNEt EFsQwsnUCIZbcjICguYHvxgwsFrtGWIzT YKpxTctISYVdJiTN,45-54,SME
Australia,Manufacturing,Midjourney,98.63,5123,2023,SiCGkBfunroXNHmsxu RPOjjmnQUgV bTrLmaWJhCTZVXhFwUqi eCgZrDkpXamzPRBQyseicAhHnqpZOmrlXyCUkXtxVtOPdIRUbgW xvEYvy aKTmEvbGENxbRjEDNuONFsbWMBzkcXmMkhYRGhb,55+,Startup
UK,Manufacturing,Stable Diffusion,99.58,4571,2023,zCw iDtqDwrDXCFoiHrYnbtGAJrZYiJdebANflcTFhUhPjxtAoueuONiVbJdzGovwgrBkiAlmSosLOhFNJneBonBSDpLwEDncWEBIGvlCsjnNkzRgEuKYOHgqCDpzWlSvGUufjNHLTEtfeTGJTH Il,35-44,Enterprise
China,Manufacturing,Midjourney,75.56,4918,2024,lCSDlTZbWEleRSjiOcDXasRwjcxiXVjtCaRUmDkNbwvM UfLgNchxxnDvqdnjgbKcXFRR oLxQTRiMSMUIluJLTufOWjRqYqldUcPfdLpzgMUnTyzN d SXRowq QIUheQUPfVePAAXPMAqhfqCZRr,45-54,Startup
Australia,Manufacturing,Midjourney,28.78,6307,2024,yAUlX nIlQOytbipFZKggYLGWEquFuiGVFtAboQKSXrKSXEFD yjKmfRdNHJRGgjzXMxhgeMfnELjfidLHyoyCudHKodyAoBZVybYaoCx RlsRSqTYrgmBYlXEJRFkkeQQTOCUzkgvKnddJilY rVO,55+,Startup
India,Manufacturing,ChatGPT,28.22,6410,2024, urwCbegLeMYcYAmUBxbCnFzqMynKjf igLBBtWikUPHBffOgVJrtLJGmVLlfUozKKHuvFgsGkQChqzDbrtkxWnHGcnNVUhbctCoNJMhRJAHzqVkRjkhUjcnuvdaTMrtUdnPpCBUgKn amtbMNvQPc,25-34,Enterprise
Brazil,Manufacturing,ChatGPT,66.57,4150,2024,VGjzhogSYyuWOEdRTGHmtImGYRJglatVKZkkmHECVPoAcJcCbwvLcjhUTnfjGMLeWdcGNVHBRngULlCwvedHpnkafoX ibfkrMSUNkBYdMZTzB CbxyMAwMDKirGkLyczVZpgmqGUDXRUmvK IOpRP,18-24,SME
Australia,Manufacturing,Midjourney,3.67,2354,2024,oKerqbJTikRlPTOKlkRxAEGHRdMcIymrojmMKgkuCKzQgqqFupSCnkfmEBLNBcTougGyvUyYhimdkMJTMklEimESOuhgMOLReBptV KNfimWek wJrzpmNfQhVYiNTCXqBiKdqDTfizObHBeFWpNGD,45-54,Enterprise
Germany,Manufacturing,Midjourney,46.6,4195,2024,gsxWBPZJNkwNhbQclKCeEaYKMdEyYZRhiwyvymUzsGFcygjebTwxGwGxFiinPEKugJDEOMYqbtHvOHvwHwkGvOmCda UBILsXMcFkNhtUSOTfheMxyUcKFybPVyMZpNYNEMCFpvEqvtcGYGOCKitEs,25-34,Enterprise
Brazil,Manufacturing,ChatGPT,56.78,566,2024,ECHROtzZEsinSXgZHFvRUnVMWXxyFKjNQryVxuCjuzDhhIGhWsjm hGAxLrEMCHoXTBGkFQOidYkUYdkDKwa gBkd  AuQfBrcif  JGLkzIHZZQonqYDbGIaRuauxNaadDSvouOXmpSLqRGvGYvFP,25-34,SME
Germany,Manufacturing,Bard,41.91,5234,2024,HMmlyIFCPZsMEhgJtnHMtxmPYeBLKSajvhyJvhjhCSswsDKwSQwKGUErgkkh KuLQMCsrIOrAV  XcxLGeawkFOeWkVybaEBPDHOes DrvwOAntbJELchbdVLmGHoiQXcGtKKut fokccufwUZfVTX,35-44,Enterprise
UK,Manufacturing,ChatGPT,52.25,747,2024,aXWOytAZUMHXGtTDCsAxPbCJgxFsTdWVmQPyAAZHKzSwHofnhMlKtuavgZEvMPnRffDTkRp wGFRnmLqwHPpZVexXWWpiBDBazRawjUUXNMjyHiVvMrMohiLuUFRVlpHFGxapLwKWZqJCxBTcugIAh,18-24,SME
France,Manufacturing,Stable Diffusion,48.18,8808,2024,stYzSjPTZUeDGtAgycXJnBmyUaYNJECioPKKwbIYSMzaBfnFFNNKpxNCiKlEOvssABVZF CAyGWxYhgxSsxDkulqFRCmjoIff QeEhRBwLEkyhwnbfWLpZLnf YblBBCktvKwNKPVuogjKpDwx Yje,25-34,SME
USA,Manufacturing,ChatGPT,36.22,8326,2024,xHZcrDhtzTMndHoWzxTOQSYwlTRSpwfSFomGWyGpNCIvBAwvIkIbLNGMciWZuuuCCmkojrhVoCkXBrvjTsHemdqiSWEMvuhJSNPLDmqKSFI GfyOOCyxolPvxHdEcSjfUUPFhstkyjwPJLuKMOyjHh,25-34,SME
India,Manufacturing,Stable Diffusion,97.63,8462,2024,vMGQbtZUehEEToHzbDKhnIHOdGTvTrFtGXLSPZqoPjnLiMtAsrcqQdTNYRlUJPuyhmCXQpRCr VchOMzXrfBEAvHmllMepoXYaJavbttzWRoxiCIUdNbpMhBKZuCsKZdNYbljrOEHyuxNyzjXzZMEJ,35-44,Startup
France,Manufacturing,ChatGPT,61.67,171,2024,PSDWHaafEhdOVKKYRCFsM DWbsIaOzejEVx tldWe sNArXUNOXMbMCteserpIrmE Wupwi IBqmKbarhwTnQHRKuoqSPfQUaPfpMwXscoDxWziNINfscIvXqWVkDnpdKuTJvkqxKmnQqjtnBsINbb,25-34,SME
UK,Manufacturing,Stable Diffusion,95.91,6087,2024,SbgguRPJetkJFDhHYwpsGhGfRoQKEbflAQQpWpMFeEnOJaZxgfSZtTmpPhQaMPGDXYhgJcWcxOGlfCubcGPsqplxuzDqiPcLiQqilEOViQIOyMYMSfvluRjkUPYftXAcyrwnvAMutYQkRh luAlAai,55+,SME
Germany,Manufacturing,ChatGPT,77.14,4874,2024,gWGoTfqsQmXLzsGfabTlvCNPyFHVkXTnkkctSlkrlkthoDYymlxfZHJGOHUIzSiWBESQRmUx neENgsaZusfhfqCsXSOMigwadYPEYIiHfaGRnzaeoqXvmnxielRwasWPXJWlVaJkwJpkkYkeJUAfJ,35-44,SME
UK,Manufacturing,Midjourney,83.76,1611,2023, cxHZtgyGYVibywNjpAPwXNIGboIWMxYnXdgmYPHnTBmwdAUu PiEJWtpMcfDeCzNwsALIIhQDfFujHYtgsXcHHZUeOBzSXGGpFMOuGFflkn iEvPCopoCFdDudQIGPvpeGiI naKkzshCWBrZMbPB,55+,SME
Australia,Manufacturing,Bard,10.39,9422,2024,JiRzcpjULqIdvZiLKSyUuNlOCCMoeQIRGLSYDVVPxsjbPjkMvdlsOZpKjutZlrXgiBEOTvAKLyRIBsWweLtpEVQheFOOBlQvnl dmGBIodtkIYbhQsELQMOWSIEIa Vkkmg dDahbNgATUUIKxAwkr,25-34,Enterprise
Canada,Manufacturing,Midjourney,93.95,4180,2024,xqynYRxM HAAizIwJWfGgRXAwdZBzKaaZyMbPeaqTYDYqQSQOAnJKzGykTlVvchnEsAjXRCgXWnDbRtSbQILMzkMOErrBnlCpwdPiBqNmHElzQxCkWgucJQx fjGt DZqbOoVtFcwEmWAVBTDSugey,45-54,Enterprise
Brazil,Manufacturing,Bard,23.41,4006,2024,sSnwHaNiOcoRqwJPaKvjAeebTNECxKhjZTkWGvOGrvAEKUwOnyqMZjjDtzMHArAsConShgDuzfniTkEeRmEWIEVwtnHXPfJCOrukgziSSqMozbmlIDFnHPffniWpVjmnStcJEtbKsHSbwjHneCTuCE,18-24,Enterprise
Brazil,Manufacturing,Bard,74.57,5855,2024,YwuyxGrkQwgZcJhgMSpBHHgGVDiSPNzbWrLGJBOgUoHrHkwcrSNDWvJWPGLWbpLyXWoMQsszBsMvYiBIQOdtzZoDSngFGVbyhdjHKoSyGtpkYwzMHktirafBxKAZcKUFUBVUdmlxknmGjyOSSCLydu,45-54,SME
China,Manufacturing,ChatGPT,74.45,5576,2024,PjiQwXfpOEbROkUDXreFLfDWRiEDPMgPEoKfkDkHVPQcCYHZC Mj JbCpYqEqAvPJxIIisVDtLiqpVfScMJxQFrHNjVqRYPTFxboeRtHiPrTXRcnKnPlzPmPUvlfGBXqonesnwbdiMvfmCDktNGAMW,35-44,SME
USA,Manufacturing,Claude,26.93,8791,2024,UbODKCzNkfnZXDEJywoQLswnsUlQHPnImjZUPlIBJDnfGTNIUA vGlMLFetklVjRSsHRMvsxmPIjFSMvDgkeUeLXjjKfYmylLs OundQrWHemvZ WGCLtULmnqtFdyhhTkOaMKYe WNEtIOibXiZaE,25-34,Enterprise
Brazil,Manufacturing,ChatGPT,80.83,4415,2023,diVozXAotcwZOHxoBpE feFhaHVCxWkqdPlHzch yfGKTfcqhrqURTEBjTPUMOlrHNrE TlPPYCNijTDbgSOohpax FbDPMYVnIVlBG SDgjBobSxIsIqGvUuMLmvjmGxsoXroFstqpthtgoTWavFU,18-24,Enterprise
Australia,Manufacturing,ChatGPT,48.94,2466,2023,AXGxaLgyJVBVpxlaseuJZAcXyiMMYNDwiALuagEMKjFGzrADxfXdvEgbRfrRJst sJbzWLyVhaPmPXcIfxfm ZBwmeaiMlADEkMbYanscKWFEEzNqXhlXenXnUtOCFjlWASQptMvSpKnmFKfetgXSo,55+,Startup
Germany,Manufacturing,Midjourney,8.22,5200,2024,dYoEbTsbmvSySkkziZ DdrgEPEnfEscAfjDKdMhuYThHJRrOUPTjzTJMkCzILUWLHWeJyWRzPYgGaxOtYSeoYHHvIavsQBwoRSiBYSCmnFQjWJOiYQXVAkfIJelpoIctcuziRGvqbNaNeNy ixcieU,55+,SME
France,Manufacturing,Midjourney,64.44,176,2024,JQjdWncWcfbItgQZxEQKLVWUEbexGiGSvxILMuSpYlCtUPsZlqj QxtKfBWUse pODMNSKkvQotVitnpUxDn oWbpHJMwawmEypRqMMDffGpLZVAPxOLPipIVybJIUKEvZoYvYZzxacpJKEjUAeIjE,55+,Enterprise
Australia,Manufacturing,Midjourney,29.56,3297,2024,ihAXuSwuzbpzUWxdbSQzgODDMFkcsspvrTUMNKnVJyBfyIycUwKOLiP wNcTosLooylhGIWjZZowraiKIwSoYCGyTMgsNtJVkcuzibwfvBNBeebUtUBxjFaihIOGshQjdyBgdjolXO CntM De Idx,35-44,Enterprise
Brazil,Manufacturing,Claude,85.42,5450,2024,ZNCMOHFOAObXBVNFbzhVrVYXOmpQgFGwDmaV uBOWSAbsITlaxYGUyOVtbiyXYDnzQVIMkVlYaxksJAtQTeDGYFLQTJyWfqrhNqEcsKvbjwKhsAoDV dtcyyrwWHeOGWGOdCwKVjrDqucnqFVLknsf,55+,SME
USA,Manufacturing,ChatGPT,99.93,5203,2024,IByIFpq w tSouhlFouDGFCMmmHGCTWksdNEcZVJXNxCDTX Un vrWUPXWuXiNCAJcOdSGpVJyhnAiiJJsxtAgdXsFgkwduPejpHtNNjNqrTXhnM bclcPxEfJUSbRYfyKUwDNQnJILuWSTMhjqfmS,55+,Startup
India,Manufacturing,ChatGPT,39.1,7679,2023,txjOaUYqMlswDKulZXBmUZcElwlzmhEsSuZFuSev AkHiURYFHNEfYlIrrliWHXPrrHjOIeomosXFQNnc LXSHvYVrDEBFhowytnKu strz  ewcauBcEySBJmKTiVBQMTobWUdxDFuNe EcWUmGmF,55+,Startup
UK,Manufacturing,Stable Diffusion,26.32,7773,2024,wliTzTNNMJjlXbDqRxfXAqftJhHPTawEaasbxRcNHjIFkEgVkGBOCxplZUjIiaFYHTcUrKFqaHhMjPCPhoDJtMogTRzuxFIxMaXuiHmwJRtskOiUJTNDYwDSxaKFNORozVJ SfbyYQkiHncEpvMehM,45-54,Enterprise
Australia,Manufacturing,Midjourney,20.91,3284,2024,vkgPfxbRbHepbAsrDrdlq JSbYfoegfQcuPuHIXLxSRBAiOXNsppGKqqNNZjIBVxCjTFadxhVIbtEhOhIybuKMrlaAnBjqbiHVbzGUyAYeCedNQpMzlhKFjCIABEA KSHuGWqgymKFExjDbkrsY Yp,35-44,Startup
Canada,Manufacturing,Midjourney,70.99,918,2023,xWKEspfleCvMvf CiUepIdfKtKJcCedCCBAEPLMNIlYFKnUzUbqpZwFEpugPiYZRytZPnJHXaXblMObjurszbBrAfYhB WnETGfNkEPrTcQAmioBexNapdjDOszPOxgaJUeOrMLQPTRttVwJjlrFxg,18-24,Startup
Brazil,Manufacturing,Midjourney,44.41,8788,2024,NNIRjqHmgtBPljbCssOvZSgFBFPDxEEqHOaHsdtBASqkkDfoyEdcvwWsPNMKpDSXPWMPuzk brtecCC hCUyRmmeSwRDklFwXJAiKeDzBDRWGZFYYZkkiJOLAtEWKfbGNhVraVyXuRAEjNjHdDYoqB,55+,SME
India,Manufacturing,ChatGPT,79.69,7358,2024,rDADMRYgPKHICqFAFWPhJAVZhItIAeKKcfbWPQkSHIITFFtAfCMiqUNPuUncjz YmyiHezZpqLKXdwTguKAz fWUWoFOhyaAqvVubCRvJNYONInobPHwSUVzYXBCjFHMjE pQYMeKOtGptgfWymNGb,35-44,SME
China,Manufacturing,Midjourney,55.17,2385,2023,QnlLN nVmHOtgQAgwcDIoNKtdiZXinJlAkqSihCtzQSeJOnRoduyvbNuMpHndrYrFWdlPyeBFWiqtQCpNPTxGdeGIIBeuVRSaOEIWDDmwqCUOWlPZloHSnkfSMqKHvQIvUpHpybFlYKqmnHhbTroBL,18-24,Enterprise
Canada,Manufacturing,ChatGPT,14.09,9613,2023,dXDFXKcaNJiHVLpJaf kwIJcAeBZMXIcnqpojOUNAgLGabohhmGUMKQaH  mROHksxPybzhOOBcvaSorUrGsgsTqhWPFaaVrWP XnVDCSNKKOCBUEhUKxuyLdlAyPRN KzjMefKoJAAwgBNCmKWGGZ,18-24,Startup
Germany,Manufacturing,Midjourney,8.83,3017,2023,WdQEWSQGMdZYyQMUMC EIdKBZyfCIGucNeFNiSvCAUGhseFbm iZQwBBNWpoDClTghTapXQxStChBQqwaPZKlPesjjFJtkVzbbYJhkBoApfPASJmyyEKGntzDpWAhWyIlOkMDtLxrXW jbHYYnsoht,18-24,Enterprise
India,Manufacturing,ChatGPT,84.78,4707,2023,KWTgrnoiMMTBmxviaaohRlAQVvvjiqReigMNufztYaXAmRTnxCxLNRyKgBFEbMMzuXEFjuzMDUN pfHfFVEdSIckotwiU imKVGWwWtIVIMpwVxpEXgmVlSGDJvxxHcThatGOcachgUnaPaSxrsxPJ,25-34,SME
UK,Manufacturing,ChatGPT,9.07,1863,2024,TEEKEpUrAnRmszRdLMmMfOsvGJTtGXcREwMrIIwHtEeBD fvhQ yEIibRQrjfziYuYIuugheefLVQvNeicpMTkUgeGjFlXNEFRcgBckHklDvLOqihCWopLgoIOlYVSgkCpb LiPMxLCHlQuaFIjTVl,35-44,SME
USA,Manufacturing,Stable Diffusion,9.32,3001,2023,dQBOxFbvhiFnDPsmVKXfhONmwfOqTTlIWwKzqJMRCibmTdXipxnDLIrHdTLMZmDxUu jJMyVhAbwKKrRAHxWCMbPNCI HhYaEVsmgVqSpRsjGngBfBbfJZtBZxAiWwKgkmudNSfcLAaLBiBmGeyEuZ,25-34,Enterprise
Brazil,Manufacturing,Stable Diffusion,37.68,7689,2024,NBNhOJhWrGKezcsGgcTMnOPpSrjuvVLoHedmYdGccIskPnQOBnrZnVHHQNEPcVTjRSPYVejcfKOhnJcGibpBuGcJXBrXGbKxxAshqRPASwxrMKf eOyEjvgVsSuWFkxlnJcUPgmdnRQPemvcHCsPsA,35-44,Enterprise
USA,Manufacturing,Bard,48.92,854,2024,WIlUwjPXmCNSFfnhYQnLsorxkzXBSsKlqzDdmzpxsJHCyXQKDxuDIpuDixTNpyCuRrDaIxsGItKFtpLDegpOdojHMr vlAmmpISFxKpGoUIrENZAYHQJVYWgoQJqzsONjvrQTYDZBWNcURAXyaIQnK,45-54,SME
Germany,Manufacturing,Stable Diffusion,61.21,4197,2024,PxXtzhnbCBmKrgKDeGKVErmZcLuuXgSlYSfTNyYtpxjcUUrdsxxPKhxmzsewp  uiem qyKEBKtUvrYCr  JKVQWgmRg puEOCcKEvUJTH BjwLTiZtpcwzTiqcwPtxiwQDSnPPodWCWGVSryzUvpH,55+,Startup
UK,Manufacturing,Stable Diffusion,39.37,295,2023,aPQfmuMYsinLJjSDIBRqlRtsaPLlFlHLYwNsGOycQaknblR ADDsOZvtkEytKaKOTkzTnawubDMiYvzWopKiedgCaoqoTqpbhkPUnciWkGuTyK voyVpvvAiUpKrGjZWiwNpWKwWHrMDYc JxSpmLL,18-24,Enterprise
Australia,Manufacturing,Midjourney,77.44,9484,2023,TyWKAGV P sSqFZOldVnayTSdTOcPDjjmPYUsuGFyGcuZwmCQonmKoPoxnHTvO AOZXeSrtFvRWaIQEGlOBAUevYDJNadMqflkZAxdCpnY pbwvOLwYgVmFVumlWRJYNNhHCopTWxKEmUIwgSyGRcK,45-54,SME
France,Manufacturing,Stable Diffusion,94.16,3428,2024,RZtYIQKgumtzEmnpUjHszWpbINrlIDZXgWRcNJpcVAnvdegOYRpSFBSSPdTjxZjfqQCTZzkEOAMaAFkUavaxBUElLGxPCXeMKqbsYrUSLKRbgAWUjIeFFEtBawwTEDpFiZUFZBgwKSkFxTsjFHUmpl,25-34,Startup
Canada,Manufacturing,Claude,12.08,8089,2024,IdPCEGeVxwPopQzpPuAokNCfm jwApssgwfItsOJInAKbxYCiGVLpagGgyiQHIKrLfCkhPQMDzNRWpHyaxtAlulxKOYYOgkczsOcqCHnShNmpFEzZcnVtlShGTiKWAWJYFqgdqnMljbNUgzJcDpaWW,35-44,Enterprise
Germany,Manufacturing,Midjourney,16.44,3275,2023,auAiQsFpxPXzYygCSjkKFiYzYXXovYAUkSHlfVITBIjKUaMEvfMNndgVRHhInqIFFYhAsuGDjHuuvxGnMxWnxDQiFMzvxpRXU qejiDJSUnrgQigutPQWKQKWikEXBwmDyOWDANnXNSoWnyhzuMQJY,35-44,Startup
India,Manufacturing,ChatGPT,29.84,4284,2024,ufbcozeGacyPASFXldMRmKWYqjaLZtKJoSvSUulxgm htHOLnWRZPaoXpSQIXNocjneueDZsBBBhkkbFmYcKYtsCBpaIipQwdcVBQayxKMdopQHWvjmtmBOJXqxtyAmPOIPuppbmBecGGhQnQGGaCN,45-54,Startup
UK,Manufacturing,Midjourney,56.93,3202,2023,pJ BWlqDVDvAIvvsEJIvDblvEZmIMADVPrbJxtGDzsYexPuIKCcSBf VfSGUNTDjrbfJ STLqEElXCEouDpktzFeTojrfPnANtWjxrFMqdYpPphncTNkPatUGcZKhHbZuEvLjzcZqURrFYesp PMRc,25-34,Enterprise
USA,Manufacturing,ChatGPT,4.54,7678,2024,wXGx kaQoS ZtPytLjOnlaFVdfdllSzfNEXzzmNCyeoFDbImCLfjvFKwMCkGzZlVKnYnqitXYJKccnnpnJCXGLNP PfFHatLsqveXldXSkFBiRE fByaauQQZmgDaUWENElKqmyOyeAKLiqRDMzONR,55+,Startup
Germany,Manufacturing,ChatGPT,53.33,6336,2024,CIXYkyaWMLyGlRhVZJRjonvOpIzLwddeLeWHxVsWUNEukktXyhjmzIfHAsBCcTJcoktotWLMCkIXgblwoeIMWhnExGIkHeQzm RudZcGdCGxjEUiJmvJpbyzXeJmDrVlJlRQaFnCkJuijfwAduSETj,25-34,Startup
UK,Manufacturing,Midjourney,7.72,1154,2024,AscHJDMoegoQXcTKIhHBLPkIUwDhBCvXoxFdfpqbiHbDPcWAVLRtQQMHhBCruRgUvmzellYh zAKwZFgXdKNhpyXzVsGlrgUxeglIXRLbIherwPPpacmGGPsNgdYSciEBnRkneoirIXFzZoZoljsqF,35-44,Startup
Australia,Manufacturing,ChatGPT,93.32,659,2023,xSZLjcMthquTVk TYdhwYFzdwopgRbrVpkKfzEpNlxHlfxTzQzPVqLcyMBqYWRuGvuaL Dfq vDAyYapCVCk uMENctUwIYINdrmkxPXlbWZzcscszc WpdVLRgBTcRukkqbHVNhZIpnkvcAPbcyiJ,45-54,Enterprise
Canada,Manufacturing,Midjourney,15.91,1034,2024,ykrIRYlmvhcaqIkwjVTYXsLxlrQKEVmjIGnmhakfWarIMgf RFkRYBhNeTSTIsLpBdWEVfvpmnYRKSImfassvULBSfGpPcjCxFwJMkD OmsxgueCmrgCLQAnraamOFRhIIlcTJyouLyIxRtBxyARim,55+,Startup
India,Manufacturing,Midjourney,74.37,3501,2024,DyUwWPjnqMORYMNdYrPZJzClUNtizwNAvDvIIuDqIhswDMMFsvC HYdAgaattdBeDxGZWkEBDQZIS ygMjIDoiFBANhaITXrNgoCJ knmVkYrZNOGMW o hzdtCKQcVjAauXlhsyJFEUJcbycAZZCB,25-34,Enterprise
France,Manufacturing,Midjourney,23.88,8172,2024,xvmuObDMnnfA PaLkniFAIZXPSBMIfVdQYJHoDDcViwbzKQcbBoxFZz xQEDSMJjPLdMZPIevGNsYPcscVjMtJf JhgGfaEZBeBlFnCmaNEtD nPTLkjOUGQHUtcRAPXSjqCZAKSxWKkFwLdCBgVti,35-44,Startup
China,Manufacturing,Claude,65.5,3964,2024,qRlwtWnztzsYgqSXLxlcMSzosGYEhsenalgNdqJJGSibxAZlWjFvqRhJRHcwfVDWvlENpFbPizcSFXokYCbrnYeFjHbGrvogvNDxtajbiVsidZBtxympqnFICEgNNrZmPeuAbsC xCLNTDvoklEmHf,55+,SME
India,Manufacturing,Midjourney,15.1,8816,2023,xCkywAiNebrKOmgvYQgvcQeNpmDgALbrVxpKxfLzZyTPVDQEyWAwayKgvNdrPsciMMyFmND aXoBFgryO ddNHkjfpRdUpuUQUMiZjsCBsbhnSWHGpE JHozqeVRUlAzvauDkdnmrntMYmvgCeGccL,18-24,SME
Canada,Manufacturing,Stable Diffusion,49.41,4859,2024,lUSZeQlotmNB RhFDCJqBFcrQxgjlaBmXTRTHeWsAjeKZszHNpekoazLxqsnuDbrXpyAgwiHdDOpEMxNoIHMvarFZTuPBisYTCAWXnvFUTuhPLYZPGZsBMVKVELYFgVrFZqMgvEzRZmTjwAvJQTcgE,45-54,Startup
China,Manufacturing,Midjourney,34.84,6376,2023,IHOYbxhPwVNpv aPyUnlZWAxAvKvhfKOMxKLWQm NIIMBYiFCBl qFlxSldGBVGNLlxbaHmMvAuiFGrJwp FecrkWTHkHvxzITJmrshYlrjqycwDvPuCMqTfDZePQdrxwfC uIAYIDmYPMGfwkTHnn,25-34,Enterprise
China,Manufacturing,Midjourney,14.02,2729,2024,iihNGIlDHPHhLEXsyMxRbewhOMYFL sxXrjs BAtlEJzEeYNjeIdlNGjRlokepsmGcweZteNGvEFQaCMKghPWQtORSroxQfKcYFOpFfQFhZPSBNEQecjvKTYuaQJMupjO ZEkqlTOGxscTxEkpuxGq,45-54,SME
India,Manufacturing,Bard,57.51,8615,2024, SckwpgQjVpxVOvLPYRFphHDLigmajsFKbLeFtUjpeTyQSWCwmSDcBScGEfQLiRTLGUkwCaKqPcRgPiPeBxPGjglP IpnqWQhuAuEFJrWfitbNryztPrJvqWkhtkaJiERPdtwnAHfISwDUEHSAPHgG,25-34,SME
Germany,Manufacturing,Stable Diffusion,73.98,5565,2024,cgpVsXybkQNlQapzLfxNSWOMmhjVuTDufSqObEcXqAkOtOPAXO GMnklpYfaMlBdJHCJFlaqFoPPeEpwrJswrCSPhOAFeaCxFDbHEU liSUvHXtNXSAFvyjyMPDBGdeGcmAmdCJhrQpdtGCQvnS xK,35-44,SME
Australia,Manufacturing,Midjourney,22.27,8479,2024,nzoiAhooKkzUFRQbtc wEYqHRllYtWHulMPDDVctujDbsKRLAxgYItZha cBeVhjuLXmmtfIhOOiLEgKWuIBpaxBFrjmUbeOEhNEgQpaoLCfWKWfVOkfVaTkhpWfSdUYbpglntryHjGisZFIftxnji,35-44,Startup
South Korea,Manufacturing,Bard,44.0,6015,2024,snUUtc FZbYNfvWsnHgTPFuMNmZDHLPpVGvyMVFfTFqyy pAone alEiPqFamzTkBNkOWfYDhHG hYzDlWNKLiwEZtySSVmYawELFUhuEzhChrRIiHFPBNgEWymsoxfUsPtkZOIajRQoHeMUvrwiIE,45-54,Enterprise
UK,Manufacturing,Stable Diffusion,78.1,6256,2024,lvInMpCjSJPxTrTWIfjwCoKkpJvpnMhlGJpAOzDYeDnFLjFTgv nltxfRcDEQpaePHVVvXLUsZbxKUFI AbxPSLcCgE mjhIcpKxdVVuhpkmNXJIZfjYqEoxoxKnlCNqMrYwnLdrIueRcRQbdUZoNi,45-54,Enterprise
UK,Manufacturing,ChatGPT,86.13,7724,2024,ZFeOAfgBU NegxLMhQnPCEbJuOaKkJPjWbVlJLrFqsfCzEOSNyfdvkaNOYj KQQWKsNLV EdcNvBfjwKbPDBscHlSGkieJyutBULNpGxRqeyBUKXKJEXCCrkr SkwXqfMpZEKPboslPGVLlLMLWVNK,35-44,SME
Canada,Manufacturing,Midjourney,50.1,1907,2024,poiYSjTgDyfmgCpoBYizhYNc pbCAAmEAiCgLcZUhLGACUytDqaHQ PpLNdILvZIFzvvlExekywIpeMWVUujnzaplzvQVAxdtcUHnnWfIcLAeoHimb iKSmkFcXyTqoXQuwYYEeXNMIbLVbZbikzSe,35-44,Enterprise
USA,Manufacturing,ChatGPT,22.58,3729,2023,jChMvzuHFBAEyPoYuWPecZMFgJmwapJUiCLYjpvzMFLoXPgHqQfZwkfDYFjKaYHAO uAmOrTvFx FaYEddxIsCxVeWjEuNPtvWkMLbwCySAdjzvDsditcGnyuckTwqWNypBAsdvhQkVptVUeHstQbs,18-24,Enterprise
USA,Manufacturing,Stable Diffusion,57.16,8175,2024,JnuYKnDiQbZSyETaFrkNK uKgftxujyUNkFbftcMZB VXin FvkbYNcm yyKrsdUtttcbwbwBuRogdtMFnZnHbqXmlViA rvOOLOifvJZEVcsVDYKxzZ tfeEOttBUCzkuxZLUAjCXndoEkFLuFUiL,25-34,Startup
Brazil,Manufacturing,ChatGPT,41.21,1590,2024,EyFTYDszBBomlukFAtBQYmccnIss xZlZtPkRmbzwXWzbgyMprqX a YzibXiQ DCrWuJV ARDwYzbmpOvLLHSUIlZTSUhzcZRFKKntfikmbLSPstexfKVYeFwjsOaqIhVgBlgIYVjAxiHSLknZbrI,35-44,SME
USA,Manufacturing,ChatGPT,0.83,2066,2024,vahtJyWyolNQcdZGwfsGclxvlWy bEwxAdOzgACLareTSIDMlxdotZrYmCAMqwHMJKIxDUzdBKYuSwhZzXsiywELHNrvdfmFLwtnTw yLXqJtzVresbCROhxiUstuA mRbywbzLVguQsAtdDEQdcJG,45-54,SME
USA,Manufacturing,Midjourney,22.37,7508,2024,pOUyQtXUDhWrlaghIjdEsesTOYhUHYArBtyQDRpMXKtErDLEwHaobmOOFWQdCASpmvBNnrcwvBBUfDXgOgTXptkVIsOznUoAyqTWogOLzvmETJYFkwXbBwhPyBRlmJZxbapwBpzOazVdeYUPKnzOOD,25-34,SME
Brazil,Manufacturing,ChatGPT,43.2,971,2024,fPhzrVUFGgPcbiFHimRFWAgpXy EgK LZUkYqWo SsdzMPKwpemrQTxOBbVlhQXpAvDGLQUHuU rFCQbWqtZFMmNg XFJwVLTuLrDOLviUwACYbRKaRgwcwtrHPywpwmCiGLFGosZLOlPOkVUMKmEv,45-54,Startup
Germany,Manufacturing,ChatGPT,18.81,4897,2024,dsAOmKZBtNwgerxlZMEQjVBHIGhWIg CNgMcTByODhrvMZvCDbeBeMOFHIZHc zYQzjoP xJFUtnIlngzMLHvEqOGLBTnHiiGgDSQK XaEBaFtiNjhIjcagCaYtbyAfSkSIirSIEiJNCnCXsiLXZ x,35-44,Startup
