country,industry,ai_tool,adoption_rate,daily_active_users,year,user_feedback,age_group,company_size
Germany,Education,Midjourney,60.21,6371,2023,xCYcTEckJAHhSS reMAnWtTUIpICaEcylHUDBYITpYqlIc dxyJEf kZ ZmFYEZAj iGzXynDiBhutnPtnYmeaAwExLbKUhGoCMUukgTeiBweCqupyButFbquhIlnuhghfQxGBodxshjGbHOpT Qzw,25-34,Startup
Germany,Education,ChatGPT,22.76,6541,2024,aImLiHRnliKjIGiqFSzKdILYLUuWzAtfiYmbKIsuTTLQ tLpRdbJKIzozdVhwrxWbzFmlXitaBKPxVqHWpELIsecplMGEtzvSWLpBvdbtarzgPOksavGNvmjTGMALMuWBtwilWAwkboSkixFWNvgCi,18-24,Enterprise
China,Education,ChatGPT,79.75,8496,2023,QcvFWGkWwLagLSUNjDHEBZLTwwumLAuFXQtNKKXvsgaQaVAnubjZvUmHbK hNrWdsgKbcvbusVcRTIJukUHPdgUa JcaiovjJfZNcgfCtrJGsDOMwIhbeWXxKiaiWYXfMdBCMZosSaJtBLOYulkMEI,45-54,Startup
France,Education,Midjourney,81.1,2016,2023,STYktmMsXaJcCAtlfWgvzUXivGwvBuexTuZeWkLfOSiQTmiAmfBVloDPKBkffInKxayOJRwJoZqKnrEkasLlrcTzDVYzv aJdibUnBDHAPJGoTcYJPIuGrvTQKDiPYLgjJbJylXsiGthkfBNqpCFHx,35-44,Startup
India,Education,Bard,96.2,2716,2024,rotMiZvGrdiOcaLlwgtrhiqDBQPOizgsCNQWpoOfjGVjTsNnsggcIYFHPwhNoqOSUNKgeArSmaiFCYGuSZgkPUPDFpvekqmlfRMejLUVSBirYYyMUkNCwuTq SObYyVQcyIVk ekIbvxXJnjOwBtoL,45-54,Enterprise
South Korea,Education,Bard,41.93,6561,2023,yYc pvDzKLsEWfcMamzQFIqcLBcAvovPhSZdZrAvquKaEhCSeMLTqeOmENPLcFVcZMvtCcRzqEQviqImfouCpywYchipxqqPCiNsAQsJYUmISRsjsOZTfIcklupDcqNEcrcRljtnuvoNsWHwbZzlbz,25-34,Startup
UK,Education,Midjourney,0.13,6803,2024,LIatZYvqZLicFUtltqzirSMDovJRlurAmvUSj IrUEBktppb mRjgEACzBnaGYRzEGzWoSCoBQtTUlaFnbsNBWbLdNbhwwBMkTqnAPshMBeUroNvvOFMrDHDIOwCORqtiDEQwfzQdlHijPejRCNEqn,25-34,Startup
USA,Education,Bard,35.78,4928,2024,PIxfxRpGTDqhOosxctNrMOQFXOIMXnTqUhkqBdVHugynpkQXbcWvcqXDjuiMJbmBeBdQoOMqnSGOLdDsJufLuZAtQeriBOIJIgqoIqwG YpFmICRMMreiHuesEmzpfivQPLqdEyckZviIQeeKXniwL,25-34,Startup
France,Education,Midjourney,90.2,1540,2024,izdGXcDKCgGvpMg pEfP BHBRiKAJPwbnqhSazMgmURDzzWRamALSxpHD PgWBiYYWZAuFeIjeULhdjXrxzuYDmoOjWRyMBjKuOqZbXY dCIEdNoPfGAhEKzuGAdmvyqvXhKa khtWTciPutfdqkRM,55+,Enterprise
China,Education,ChatGPT,57.56,9460,2024,YJMmVlYQEwTnSNXJZhSKgUMDmKNB wCPWXDKgEmYsYpVXBuJiliVIMfu FEHwCNyUEDxgeKIMzAAUwAroQMhZYinHmniaTVsPdagVETVUWYWlvNNEOPmkUcUsumwXUsz YiQRnotRpjCqsOcIPWdhM,18-24,Startup
China,Education,Bard,52.62,4466,2024,WLsSRAjpAPDwtBDUJfaThnTxiXfgoQRZXFygFrsiZvbkVUHTRIJvTEYwtU NWXpprhdLYvRUkCCdMkEmANvwTBequ OMxdFgkdOCYzeYNcnQfIQLcTOhriHNgdwdbNtbNxyTtC eglKILAgfwvYJIt,18-24,Startup
France,Education,Midjourney,81.56,782,2024,vKXKrxdHJSzhnKOwgIpxXQnQzEMsguNOiaSsOtCkIyffmAvqZHEbqsZpYBIiBOtpBEwJPucHYuVvTCFylrkcYLzwqJ KHCvJPYuENSuTwNJONdJvVstKHTczsillQgGzQGpErTAnHBYPmncZckenJV,35-44,Startup
Brazil,Education,ChatGPT,6.58,6505,2024,bQquZAmObpdtQNZxtiuVAYxHxTGpmjVPVktSC iVuSwe WvfQANJEGtdXOdmLhqxSnLwiERMLsTe  ErFydUAIiWtJmQlrDVLEMpCJLiPKNfFOZOvNUpiopKslcsXWUbVkMvIcWBFHOhscszbdUVod,18-24,Enterprise
Germany,Education,Midjourney,92.3,4247,2023,FnnNkKEXeiFyGlCFwEHuxTLvbjHmavLvPIMIXgjuvaBH kdaEhSfpZlbTzqGNmgTgwpMWLTIrnEbwWZsvs faXLaddrXpVISkmDtQqRBekrUYSWqzBCnFApBBVJqzLQRGAMOhWiasxipxmnlbrfBwR,45-54,Enterprise
UK,Education,Stable Diffusion,45.11,8867,2024,RNvHsF CX gJlieyiFbtJgGogChvyIifDLCJZpdvYJaWGSbaliHsVgXLHqYdSeVrtRzF riYjKVfYAdBwDXDtoeistLAKSgIFQjQlwmrixYgbIxvhDwCeucpE MvUIhiAYYlxEvbhsZONssPsq nPT,35-44,Startup
Germany,Education,ChatGPT,97.92,7291,2024, btutL hmQVWENsZfmjtZXefiAwluyvhERpfFSvmpOKYJEnHJHSXbSEXvLYtBVOkiHidZYvyU VkiLSQNeXPrLyhzrgyLiLFcFNQqoAWQCCGqrydliWvwOKBxBsZKHszggvD UocjOIVlecIduZRQy,25-34,Startup
USA,Education,Bard,21.47,3378,2024, hwhqTMSNYNksqdIPMlfAbctxPNXMuyptHIrsibI XIPvnmjlerzqcTAiCacIpRCOuFvnsaPBxVLlKciRytWvVfIYnRDOEyhqgtEfwndtKXtvJcCsgcVOxvhlOJGVDwfrwVgdluUgzn CSDmxVqQTo,45-54,SME
UK,Education,ChatGPT,71.91,1280,2024,xrFgfcUljzdZXSgJYyIGPBTgZAeQjSuGrkPoHVGkLtRvfRhLoPFzqDkrWPcavIhTOPAqPocQzyMNLbyaGuwawRRLHAIyZufTVGHDdYbsgeUVzFAVQcomUAhNymqMJO nOLbPPjNcHCGlweIyYPMNIF,55+,SME
Brazil,Education,Midjourney,12.87,2303,2024,UXqvfEuc IPkqerpkRm sJkZKTiIbhGoyrBTYxOyvolIhcEwuPtjMySnajBIyqNOhkbgcPjcYHVOOwUoBgKsNApTqWuaXJbvsuZ InDavwRRPSLJCCuTszquDHFX rKMrglVWwuUZUpacBeFsEFyad,35-44,SME
Germany,Education,Bard,21.48,1570,2024,nRAzsmbKsPBtlZuyTcAcVKbQHCMvAgcABoAIBEInwfdUdPAZrncHxFcqECkxKNuTWrPISHEwmJKgUp UcoKTXyswCeLQTbtUCbmLjtBVEdjHYyTQTAIYMcSamZrlVcldROsgowXHHEExdRcLtDpgyQ,25-34,Startup
USA,Education,ChatGPT,5.53,7387,2023,DFWSSHtFqxIWZEqyOskFlou  SlyOVLFtOrXuyVBWPpOgbMcURGMIrjyagJHeddISKYZaQMvgWAQAJC  uPwaeYRupnH XjAGcqPDrrVjrPvspGadtM rLmtUKNLDoSVyzQJMkSqTYuaxNknrYyPGc,18-24,Startup
USA,Education,Stable Diffusion,21.96,4280,2024,hvKrbLncFOVWNKNaQUAIhbaRtbfytvQkVtCPp XzbOvLsVINFMPJU Bz QFcdJDYlInovP ghKqlJbxeXJpFfbzekOGrAxiOUbHSByTjLEzATIdgWBJYMyvJfOsmSwRtgdDsHLKBNvgniXOnoZCMub,45-54,SME
Brazil,Education,ChatGPT,44.49,5333,2023,QKoLQYPEkzVQgGiGcctPf  HxTLrQPxvmHoIPjgNHobCaBZzOmjjibrVIfcjcqgUCJoULnaqUqHepOSJvMOvSkmzAoeCgWyvmZDIfFTFthDHpBnyCNhRjgJxDkszAQwKrtYaJheBeQdRurgMowOXVU,55+,Startup
South Korea,Education,Stable Diffusion,55.42,5523,2023,QYKgYLYWdJJTLDUkkpjeUPJPfIDNQoCswRKMrGgbDSbHqpIOTAyKhbhCqcZaYaJIZIBNXNTVseTnCQKnMZDZlsZDuZynAVMBglplFAuUuCOoHG IBrVVfOIPPfkPEdEzbZqvOHZekonclFrdxFkhUE,18-24,Startup
France,Education,ChatGPT,48.55,1025,2024,hLyVXypNpmxuzwLvNHrHyWK z CkiTxfyvcZnFkG asBsOIUPVMHAhxOpPgzHffGELT YHCeGUCnkbOGBuHtUOegcnTdROZw jqcysZnNpJkFeMlNV swAFsrTAhzRCNSzggoFQkJbDTvXfjSHSPCc,45-54,Enterprise
USA,Education,Stable Diffusion,88.08,5011,2023,ftbsADeHzWGMwRQSqGNgpaKjswgLFVG WaBpvIVxLgkpBKBmqnSgMIMRlsTuxvZYQMTweTNRAZYCly HLqSYBakxtthFjMwkXfyypLmrxfMboObkSGxscxtucwyHvRZUDQRNVMSWYDyWNPcsDUOsvq,45-54,SME
Brazil,Education,Claude,74.43,3501,2024,iyTycpKdTvlevs lszhtJRqKZWxrfqrTBeKuDkjSgrfHIhFicyuPQQCvZTXpTUSxUDKMSNWwUZakXbcNBjApndhYXuGcDulxJszLWixycXANFkHTlnkMNsjdlISwsnjmDPTyFSqEujhLe YdwQnGvq,18-24,Startup
India,Education,Bard,3.13,6944,2024,NCTBkU pOpoXFCLQsQsbBagrPTHgCLPvTmEbdcBuKddTrsUQjdrSyTJODPMPcheBPKAMzBVh DorcoSLTtCMsfxcNKUYWeMPEVfouz cuCtBdujVlXbTJNafAHMDFWDLxTHnqgpxzaIzOGVutyFfVL,18-24,SME
UK,Education,Midjourney,88.6,7693,2024,hmCddYZCPShKOratfHpljqyUICoVcRHqhXkXHNCpeLutNmZwGpYUrtdPdQaEJbCGwYJeBpGtInkUBrxOrZhhMUmGIBkPtfK oTmynfdsOMRHMKmIkOhFgesLVlpqEKPA oqAjgfBwPIzPIaaCvAihp,35-44,SME
South Korea,Education,Stable Diffusion,97.26,310,2024,LgXZDZyfBhwomRvKhzovtqHaWKAmjLWNOMvmeJWLUtBwENnhWSZSYcsJzBbOqZ MZfBuLoIOqmBDzwMpzoXDHK  JLJkZpiKpNPghknAzEsYrZIBLdHBKnUENBKLyIxDZXKPcQEsiOpbZDDWIPzNiS,55+,SME
China,Education,Stable Diffusion,43.7,1874,2024,IzCLCpPdrUJspXyJtLFuGpiYveCjwbwbeROXwoX pXuMJHNXHmEWUbrCaGEredheZBpi MGitvZDzqWLAydbJyDmtwRJmjBvZMSbgEt xaMPfGHQifzUHvgFJYoLksuWvNqPKQlvaVeprSv mBtKxY,35-44,Startup
China,Education,ChatGPT,18.83,5698,2024,ZgGSNYkWOtUwuDlnpVxVpPgPeshEJbmXxIoXaPVORMmjYXadfufwsVomqcjqXKDdrIGJDEqKNzjwUDoVvnEqbPHckxkTJUlHa mZGXhkmIFjsakNX bMuvPLeDrybZfhWWRxjWzGOIoZOnPGtNZXHS,18-24,Enterprise
China,Education,Stable Diffusion,36.97,242,2024,zLHfaDJ LkAYbnqtPGPpiqyGqcSOdHDjH jDegQpVFdiCzldnomvGEkqPN PzVvWIiZsnmivagqckHzUAZ NFToUCJjgsKAmFchsWsWklWnQBXEDqRsNAbJMciya MSjdMDdWyPTZWlSsCVjlvHlib,25-34,Startup
France,Education,ChatGPT,7.56,175,2024,TJYCKIEyDuSQseNfdFaMAPAQICaBUjDftlbUnqJHImDrgSPOCFZYEegmzZCjmZhwSqMjTPFupHVeDsKdbFWwqIlkLwSMenlkrUOBEVTccsQoQsSXzLvwPpDIegeo Ifezm XHcdOyUYpUzKtfeQkoT,45-54,SME
Australia,Education,Claude,64.18,1707,2024,QscgZxarmhXhKlWBDeyZghoYMaYzxdDTbpQlNeIQIBSMAtGCkcjNUMtoSVKRHKQGwgALWUKyCvMvLjObvPPMUvWaqsTXktRKVxH MseOfbbXOnOxmJVVXwdO fAsAMzRUDrvPNYjjSXUqMoPMLNmLo,55+,SME
Germany,Education,Midjourney,74.99,1443,2023,meejwbltMleHcTwfxtCqQHqAInwscbUDUJzKDhldJnvDXjfcvbijbFhnGTvEpkQFiUvktwVtJXRnUdsuIEMvLEeOLrLKKaTocjENuMyeYpgNWragHEWZDlUZlgeXaGHrXENPbltWYfyGPldpAUspku,25-34,SME
Canada,Education,ChatGPT,49.18,615,2023,cpvcYOXqsraQslIKvFgLqnEbHUfGstSBZyCLFuwUaSPXgapYUFTBqMbRK rIrJsrZMgkUXkRISKaHiRrHbILOQbfBOAfjpkLdbWpVBBBFlwrbPzoOppTeSlbqSUDxezKYSJrstnZWHTNYmYmSXaVAK,45-54,Startup
Brazil,Education,ChatGPT,81.89,1147,2023,QbBdsZIrmrstDWvy hllJMS odJKIurDaJgyDykMMuJgJfyMLjHpCPICmIcMHnbLdwGwObBJauvLSiJWZKbLulfcLuVxeyqweamSrhavpAZaOvbxpFvluRdfDblKnqMwarLG HjwHxjSKtLLpdxlbu,35-44,SME
Brazil,Education,Stable Diffusion,10.63,8017,2023,shrJhrV UXDrWZbIHbrZRJSzdqtBCrBEshYLGfxLmvCGCnNIXFzLENdWnGZNRNfvIGmXMfktvgxgrZjxtQvsPKeiucggXAwCwCjDHnuebLUDaJPQqQwTFqGrlTcPTctyyGtmzjoFEUhXGbTpNaANxQ,25-34,Enterprise
Canada,Education,Midjourney,89.42,497,2024,qGjvdsHBymQeqiaTrfuWOgQTMSCWuUMykSprTUjmrJHBwiBYFSnCAPHYtcC CdNlYxSWRLirppLeeWDUdihdSoYrjTGfcyPHVfwRWXQSvY Du IiFXVdgKLMegDbYuqIanCbESbgsXQklMVLdoCZNU,35-44,Enterprise
USA,Education,Midjourney,87.28,168,2024,RTZgBqwtAAJDiPrqRzleradkoh YkYWszSIWJgSXjSOYolbAkbtjCVAjapZLSRGDdHEcuwweCfGAiIqn uYUXWMwmFeFNgTUUsHDPCnafXXLlVPFHyuEWhWOpEXnVHNcdmzgZPjjnVeDKzSlQZqkSN,25-34,Enterprise
South Korea,Education,Bard,50.63,8490,2024,lfzvbGmuLyZLh cInIFdWWviuLtWXqdmlzHckTxFdHiAGhmTmwmgijvxZgdXRHxctosTdjVhtInVEkTFtPnUzXFXAaUECuigFJNGELkWJImGFKxsWJqTccMgHULgjnIbGDobRXqqVnlNpglNMraYM ,55+,Enterprise
France,Education,Stable Diffusion,20.95,3214,2023,aHMoXjGllCmshpfm NOHHJXKISlTDVFKSzOmOTyTQQoRCYZVWefovqrroUMMSKywDIx yLzErYjzhyzZdBuyqJrXwsofudFIgCVIQKvHxvqNZJFMBaBGtyoenqhecMTUpfVynbJblthphFMWzGplJQ,35-44,Enterprise
France,Education,Midjourney,33.98,7230,2024,VLMJHSMrujgfPQsBUZNpmrRWzfKneYSYYCyOq fDwOutRCKPbuxFCGwGThwZkEaWjpRYesZqCUjgVUhqrYIEXevjTfoiNGC iFsmzcbppWpGsZPrSanbqqzIddkOY jJiiHUyYfsIzGsCpjNhzizGs,55+,Enterprise
USA,Education,Midjourney,57.06,5916,2024, XpXEZytubcXYgKXGJaxOHvBWVHBaVUOTZtNDcIXeYtEXbtdAEtgwjRHGnHtROqjibkVXjnsLFYNDjUARBhCYRNJVodbYHpwFKEMwxsVeToolKAckQYLogfwMUWPvLWXLU yoJcwIG YllhQutCBRL,45-54,SME
Canada,Education,Midjourney,19.89,8119,2024,FimaYYFxbVSwpmGjtpkpnbfJbNHUAWGUPtnsVLUZmZPxZOrusUNAjecPqAUVsOuHWW mnnxohy HFVWvIpz ZeUSXNaMqnuPBeaBKLa EEgvPBHbBhrp KsDDfzrvMbkNMaDZpGFZKjwsHQovAFhyH,45-54,Enterprise
Germany,Education,Midjourney,90.21,8015,2024,YOvHOY sWhSlvfOKysFTzfdzzuphpeiPVogIgMJzjlgdHuVHxPKEbSzORTRzqtRAWLVYgjzwcCjceCfEmhMFh LFk XhEvnZJeTSNYzULglJdP FyZZcOpmBbjsPaJUrEudkEWahwJRyVUIdPS ofU,55+,Enterprise
Australia,Education,Bard,31.15,7741,2023,BjBQfadZxeybsqeYXJbGFfIHtgiVoynZgLgsMgJuYwB mHeaUEjEpKc iidlLXgTYtZDdBLVhXUxascxhmtxdfLzpqgsatMrfcnZBZAUZZRqzMeWrScCgAQHjrLMzeBBYffXrdOqehcullpdfylTcl,55+,Enterprise
Australia,Education,ChatGPT,22.11,7500,2024,DYWnGYBvtGUDGOxBpIsLKLMlrxMyQHMiYHBLuQNkoBoLHbWvKPteyXpVotVEvUiRfOGFbcCZRrvbaKBuFLPviVrDUBzPJtwWppNhpslrUvudKDfQUkiDheLcOvpZuguhdOCZklWxNuNXSYUxFkBZFi,45-54,Startup
China,Education,ChatGPT,3.45,2305,2024,cBYEhTgGBikCUjZvpsfkRzIqcZKSqQVjkQCGfCGRwtufWbJCxUDTeVeZRMkTTybzPtxKnxRIQIQ TixvfxCFXpcDB QmoTuKneBWCcwacvvyqvfmDpMGImSHbIevSBVAOuePauRLjqvBCYXcbgSJlK,18-24,Enterprise
China,Education,Midjourney,91.72,7582,2024,GEnbtAPtnPryPMCflWBZsRPlTQGuJRHxOx oTJZtLwmtKrSfkAbskVXzMYwouAZPVNNaRsdbhjkqpRVsSMdmWcYvaonEWqkzqUZtBhaiPFpeYZeuKYKIdumTTMnfHEXxk PksKwdDTgQNzmccDaZuu,25-34,Enterprise
China,Education,ChatGPT,4.63,3312,2023,VppGtruXiZaYaxuFUHgIIXjfyqmSLLjBqStYguEblimZtWABfzAMtoXVqV AhzGZzTIHbZuvjsHpntLfDyFHLZfOfoYTkMmsVRbSzgbVmFDsOSJSeitCvqxLtqrMLCxVquvuLMIwEGPAdpnzjcbCmj,55+,SME
Australia,Education,Midjourney,69.93,3282,2024,DLgpRQiuJdqLGRtxiqXXM WeYbwJvshiIKzthINrWljACnbAkFCIKSPxrOhJNGWfxCcaGLjJvqUJVXOcOKCNI oOqriDYPCjjgmFILeWctWRfv xYUXRTJfToHWUQRSgSWPWmJCCACrpfwvTNGApYG,45-54,SME
Canada,Education,Claude,15.42,1289,2023,NvOVDyfHlmOaKtRMnOaklXBmEZGDbJmOEkqNwSqCkcqACVVXssXLNWlXRRpstsIsPGc irZnG QYETZreOt KfGn CglAwSpCxY zZmL CgzBaalxlPhXzpmaUTjFFNemIO jSGmgjFowgrdiLPokE,45-54,SME
Australia,Education,Midjourney,21.39,8065,2024,IIpdHaDtgaeGsXVKciKUPGItnjTbyOXHLzTuGqNzajhGhqVbVtpBxRHco xyhWKDJmZldMUnMzGrXCLDPd CPQViYlvdTAciOzFppsOihXfoDk NyAXOYyUtiiKMwGn OcOaYTWBkftuLPIkWPMqb ,25-34,Enterprise
Germany,Education,ChatGPT,44.81,3354,2023,fQimR uvvLcBVDyZItOYKXZocaqfSzHFScuKledDUyTYySMnCaoNBHKFPqPrewExUCApszLmugCSrY yOAgBZWfqnmrpzcCdfwTnRIOhCZHEqQCofkPwUBWaxCFcQqrZozlJGpCv adudTyICARdkD,25-34,SME
China,Education,Midjourney,86.71,475,2023,FkJlcfkYVGZUwNWwPBZCYLXoFzRrrzqClGuuqOGiWKtcAbygHKkOCobYowZQDzVvFqyJlVTj KgiWHhRWcJbmMmOvUrGEuRgsQihjZIYFCMOQgGplIZJOjgqvuRZBtQLe ZGAE cwxkKsFPrrJuFuo,18-24,Enterprise
China,Education,Midjourney,65.08,3093,2024,oPVSEfeAPuRlnIEvpKog YfwVuGgJmQJwILicfVTDmliJodyJiNiJmjwKtkFDhsYRSGyuunVeXkiJgupIJfhUwwHFDCuZTOancECtBKRHFmIClqWILGBjygHLtiJJloIpHczcEnUzxpafsnMARdwLv,55+,Startup
USA,Education,Stable Diffusion,4.7,7789,2024,qIDhSdioKYWLYsGHwaaLPlHsjac WBQJuZlQsp CIDQkNRsirchtUEIszWjgejYbzA kDEigoJKQguekSb VAHENGZUXeWciYHcoEqlXfKWFYDLBvsePScfaiSJwWuqaidkryAhwwdwGGEslrLpqTg,55+,Startup
France,Education,Midjourney,0.41,3232,2024,awJELPfOzhofNEnaCjtGhkjoOFHwFkxMTcPx ybeBRfouLiiydOOvUfucEnsrYEwLFXCdcXdZFMIeRmRiYoKCGunJmnwFyuQvExSRNqUqVUUTzXvVkc MtlPoQchdsqAJJQzKOcz tiVRMvPBqUTTw,18-24,SME
USA,Education,Claude,41.58,4265,2024,amOWcxc PspaPwSjgWYeUBLVyVNCSEUqaluPqwRbmjAGtdWyKXsJLIyqyvcjYBbVCUJRTYUippeYwYeraCBENLOuIHLUMoDJfcRbkmenAXszyrJUrNqGEcqCRCSEZVHZSDelqVSSMpSCuVQlKyaTP ,55+,Enterprise
France,Education,Midjourney,18.7,9957,2024,lrh ZwzP vghkXTTlmHMcaAAdjZhAqhrAvWKbXQOloRITFmwejIqZeEuAQp siIntPjacRKALvNJKfXmAQSnNPEg WBJfWfsXvniRQrGp VOwAHVxImIhMBDFIUToslfQjHRnAyclXEIAhXEWmMcdt,45-54,Enterprise
Germany,Education,Stable Diffusion,69.13,177,2024,FcWPFyQXRwTRrBPtYuLRiDXnT wCZeTMdMqpgmRLtpUhfNiAOJpGDbHzDYaUZve lekfRVnrYHTsriMbUPSZKzpGbSHzUFRHXgWPxxbFAHMq FveTFIIgfzmAqZ EoMAenHWzYhugcAhGEpZlpzMoS,25-34,SME
Australia,Education,ChatGPT,15.53,4786,2024,tPmWuG HaaxRPkqOmtSHRnLHYTSpcmaWfscJJXpwYoWyYXxouLxcAXBwGsdfsTjK MwFAFEmVbaqADceFaVoxtYIPuPNNtzMRMajKYmLOGZ GRDtTsERMozGJkEiatMeExksSboLAAaEVqrNdQIfqM,35-44,Startup
Brazil,Education,Midjourney,80.28,6689,2023,DGFgeGWe VDOlctQlAhiDiHzBqzbubKcEFpIqConYGzImAXwJVJrnHjcSIRKfninrrUZrYGOrDxUWNstzYsPdDKjsyVUPOwQsSrVIgshDhxxwUscjUTJIksiwljdbdFvhltFtpYwiiXmhqWSnLqDDB,25-34,Enterprise
China,Education,ChatGPT,53.47,5593,2024,RVUeregnicjHMWCrqrjkBwlHQrkgbtdHfAERmABZoJoCwvNgzpMCyjhTWm KMiIpQmYDcDEVwSwMkPHDaMbaZUQIwEGJPDeoEFRVQZiJuckELUEPbCyovSXeBevzyRH ddWACQwcsTkWMrPQdvFvGS,35-44,Enterprise
Canada,Education,Bard,82.13,7304,2024,bZFoyWDoMphPksWdQsTvnfWbGiGsuhE QebwsJdHpnqykMkQOzQRFKHGyQuswsbZDGlpvzAoyCQmsaWdCvTl MIkavtqpkaFUnnrMKtFREYsaNaoNFlsBmUwQjfGnZwjVTuSOjGCiAOhKAebNJgC Z,18-24,SME
Canada,Education,ChatGPT,15.51,5434,2023,RpUOCrtudlQZvSNyWrvfFMA AwXzBvsQiHKqgIWsQyeywVYaCcsIbUbuxindLAcOXrOr ewQujmNmPiLRbwMAoRyrIohjKmxUFevxoOLToEnexg oHZJwCLLDjMc WTDFDqenHQGkucluUlaDPMikN,45-54,SME
South Korea,Education,Stable Diffusion,1.33,8076,2024,hLkBzCfqulODuxufXSlrwsVLucTkikCDucedFZZaWBAuEDmhdgWdlbgsTZAvAYQMxlixpAHv hsXcBfEeexHFrQjtROxJYeroCIGmvuaZMsFobOtFMHliPpDesrJwdtokMGlEzpnMpetMSikZNmsJZ,35-44,SME
Brazil,Education,Bard,93.11,7306,2024,Df ObdRQVSs wHsuHIRPpCFJjrEifxsRyGiISxpiYPytiSYskOtJpejporEnDHgYEXqsdXCmrDsbYLMZLUNTfTOjHGJYCQZcZLloxwoZ OVOirxDFknbxPBwJd CijqxxyjtrYO ncFFQ ilCiDILm,35-44,Enterprise
Brazil,Education,ChatGPT,87.94,6188,2023,xnpSQnslMNvyjvefcaXXKAeYdDYBWDkZbWmlBEsPW iggfPJNwnEeDtwLDbhykfUUutA z SqvMVmCczenrTZsnJzE BulwMfOxHAarYCnFQcwXMDHsonGcvSFsTpwQxAqXAciKUCcJPnDdjUzdzxj,18-24,SME
USA,Education,ChatGPT,9.73,3755,2023,TDNzNmEHkZMObzeydipPhzIZVIqZWIxtvQuWsfplYNthzAKtxjDqphTgCFEhWGEJsAcJpOMPzGukgasNveAQfqTIlsp NdNJBDwmcpNYTXhurJmaaS MhDlmsZcZpCpFqKCFYOLQTvHMRQfUimfpVV,18-24,Enterprise
Canada,Education,Midjourney,80.56,4973,2024,jKUdyLJdYmRdGCpgjlbjnhAOmSG jpanxliVKpYkHDISZCe tenxkndPNdbNUKTXeXdtTlyknlHGJtgGjACdCdWEbdtVrGJORrLT AdgGKfLUvubWdKIrXrgdUmk hElXymFgjLnIPkdOEuakiZrxC,55+,SME
India,Education,Bard,37.85,343,2023,rbuzdQafmqdarrGpsOcJbhtR KHLotNdvgtKHnipEXwpisnFggHbKAmegYlDxF OKLolOqtebJEhzEcpuhJeocfhoaXoXnNCJtWKUqpIXbUKHsOEpFCQjlBZhdyAueLavzrEPTdjMdxztCwBwlyLmL,18-24,SME
Australia,Education,Stable Diffusion,38.38,5654,2024,jKnMrRUeOsUzIcYVUuWHakgOJZL lyzBVhtqmhiaQndVcRrBQLVKBeqBwINiiksoeUkpaGiYCGjrEwzZXdwwNqnXZUUyhLANFYSfuohQnYfSCswb PtWTcikkrgBpBbaGzjvSLeVSUtAxVUAILZirn,55+,Enterprise
Canada,Education,ChatGPT,82.81,9181,2024,eXnMLrraruOojMFWQzKRsRuHEmKSJjBYbWElaRgUJpNWacgiJYDKivAtQPsIuJcNKkus hGmRnkp MuXqddrQmUlTQkjiUwpEsJXQUXUlkiBURyPDydVIdTeseGxpKuvxYYGQkZJ wzOnCgVWecdEF,35-44,Startup
Brazil,Education,Stable Diffusion,8.02,9198,2023,EYZkISnzOOavvvUilMzoBejnogyfuBmwCsYDhU eKM lqubONiDIRlXVq BHGkDDGHWQVWZYVtrixlTqbCuEJhDehKXemzmNcXWhIkwivMdTLRvuRQqHvHZFAHXYEzlEWNbRgDbUIXYEkRdEaJLMLp,25-34,Enterprise
Australia,Education,Midjourney,51.42,5678,2023,RyMkisWSlkfZxSZDuGjQwHmdQS qWcvMQojFxKIbXbNkkoipvqLsSkfWwwdvmkkGTFwlvXI GMbWErcI gWGSCQEmHkEXRwAYocoOPKGwWReiZsJnlWVCfdAKAjeAKSw gqNCcjBYDYdAOmEOLMipK,35-44,Enterprise
India,Education,Midjourney,21.11,2260,2024,IKNToZrRqFRKIwfQzxEeMFfHYIIfUceJqRz opeiUbWjAbXVfraJuiPwgrvQyseGCTeihNBEwjJDEjcvDsnxNaEyQnWcasrRixLkBeqtlGpnJrXKPZrYTCicIFtPOGZZK cboLxorjPBZfTsRfFmaR,55+,Enterprise
South Korea,Education,Midjourney,43.36,8903,2023,wTuZHKwSlEZLnrQHy DszVAYeSkmbVgQHleaRFr ttFUAlvRAwXlTECUnUQHrsrTUXcmPHVaXdiNTunxApIdRyzirUvUvOSd TeKNRwVsSmUwwFdTddOlCxinxxgldIlUxsOIqy eC yevxfLnDdYL,25-34,Enterprise
UK,Education,ChatGPT,48.21,7431,2024,QoRodZzoJvPRRvOFcQISPjMxGoiqFFZ lmHllgKnQkdtkeTgTClwjsxwZlNYNvrhYgNPxvidwmEpSiOJkootZRardQfTSciysNuAzH lGzZCXKycrwOKIwzz APwJ BGRQKSxZaFghsAjCOblBLULP,25-34,Startup
France,Education,Stable Diffusion,67.25,9998,2023,ZMDtEHLwcGZAZXcjNeKiWHNYldhpWEFXkXaPadaHdeWMiWVlYZZuILqGReStJgYpJOAsRNnRXyuYaLtdenwCmvCjjRLblfPURZcveYvsuUNmaiqVDHOtUeYahKylDakDLGNowVLXVuffCUflBHVfPF,55+,SME
